"codi_via","codi_carrer_ine","tipus_via","nom_curt","nom_oficial","nre_min","nre_max"
"108255","01224","Jard","Jard Horts S Pau","Jardins dels Horts de Sant Pau","",""
"700743","05070","Jard","Jard Marià Cañardo","Jardins de Marià Cañardo i Lacasta","",""
"701242","05569","Jard","Jard M Plantada","Jardins de Mercè Plantada","",""
"701940","06273","Pas","Pas Rosa Barba","Pas de Rosa Barba Casanovas","",""
"105202","01188","Jard","Jard D Chopitea","Jardins de Dorotea Chopitea","",""
"702018","06351","Ptge","Ptge Casa Miserico","Passatge de la Casa de Misericòrdia de Barcelona","0001","0014"
"702019","06352","Parc","Parc Can Batlló","Parc de Can Batlló","",""
"274800","03116","C","Ramón y Cajal","Carrer de Ramón y Cajal","0001","0158"
"240208","02712","C","Pàdua","Carrer de Pàdua","0001","0143"
"198509","02247","Av","Av Mrq Castellbell","Avinguda del Marquès de Castellbell","0001","0035"
"320103","03588","C","Sant Tomàs","Carrer de Sant Tomàs","0001","0098"
"030409","00341","C","Bac de Roda","Carrer de Bac de Roda","0001","0211"
"103706","01172","C","Doctor Santponç","Carrer del Doctor Santponç","0001","0143"
"160608","01816","C","Can Ros","Carrer de Can Ros","0001","0041"
"222400","02515","C","Democràcia","Carrer de la Democràcia","0001","0036"
"280552","03177","C","Mossèn Xiró","Carrer de Mossèn Xiró","0001","0012"
"075702","00850","C","Carmen Amaya","Carrer de Carmen Amaya","0002","0069"
"141400","01611","C","Garriguella","Carrer de Garriguella","0001","0032"
"228406","02577","C","Niça","Carrer de Niça","0001","0027"
"338506","03798","C","Tordera","Carrer de Tordera","0001","0070"
"262903","02983","C","Porrera","Carrer de Porrera","0001","0050"
"285705","03233","C","Rocabruna","Carrer de Rocabruna","0001","0020"
"184504","02091","C","Llàstics","Carrer d'en Llàstics","0001","0024"
"028509","00318","C","Ave Maria","Carrer de l'Ave Maria","0001","0004"
"021204","00238","C","Volta Tamborets","Carrer de la Volta dels Tamborets","0001","0009"
"700037","04383","C","Binèfar","Carrer de Binèfar","0001","0042"
"082209","00929","Ptge","Ptge Coello","Passatge de Coello","0001","0621"
"285909","03235","C","Roine","Carrer del Roine","0001","0032"
"700827","05152","Av","Av Card Vidal Barr","Avinguda del Cardenal Vidal i Barraquer","0001","0051"
"080950","00914","C","Clarà Ayats","Carrer de Clarà Ayats","0001","0011"
"045803","00509","Ctra","Ctra Bordeta","Carretera de la Bordeta","0001","0096"
"700867","05191","Pl","Pl Isabel Villena","Plaça d'Isabel de Villena","0001","0008"
"006109","00061","C","Albigesos","Carrer dels Albigesos","0001","0032"
"701125","05451","Pl","Pl Nou Pins","Plaça de Nou Pins","",""
"115400","01315","Av","Av Esplugues","Avinguda d'Esplugues","0001","0119"
"128059","01465","C","Flos i Calcat","Carrer de Flos i Calcat","0001","0024"
"221804","02506","C","Morera","Carrer de la Morera","0001","0019"
"025307","00282","C","Arquitecte Mas","Carrer de l'Arquitecte Mas","0001","0012"
"700761","05087","C","Torre Melina","Carrer de Torre Melina","0001","0016"
"218504","02468","Ctra","Ctra Montjuïc","Carretera de Montjuïc","0001","0069"
"700746","05073","Jard","Jard Fontserè Mest","Jardins de Fontserè i Mestre","",""
"197506","02234","Pas","Pas Marina","Pas de la Marina","0001","0009"
"201400","02276","Pg","Pg Picasso","Passeig de Picasso","0001","0046"
"701572","05903","Pl","Pl Aigua","Plaça de l'Aigua","0001","0009"
"261853","02971","Av","Av Pompeu Fabra","Avinguda de Pompeu Fabra","0001","0037"
"265209","03006","C","Pou de la Riera","Carrer del Pou de la Riera","0001","0010"
"134608","01534","C","Freneria","Carrer de Freneria","0001","0014"
"072806","00811","C","Castellfollit","Carrer de Castellfollit","0001","0048"
"255205","02889","C","Pietat","Carrer de la Pietat","0001","0012"
"233009","02629","C","Obradors","Carrer d'Obradors","0001","0017"
"060501","00675","Bda","Bda Canonja","Baixada de la Canonja","0001","0006"
"114600","01306","C","Esperança","Carrer de l'Esperança","0001","0040"
"012101","00129","Ptge","Ptge Alt Mariner","Passatge Alt de Mariner","0001","0016"
"243308","02745","C","Penedès","Carrer del Penedès","0001","0015"
"026456","00292","C","Artés","Carrer d'Artés","0001","0017"
"290159","03278","C","Rovira i Virgili","Carrer de Rovira i Virgili","0001","0017"
"134357","01531","Ptge","Ptge Rosa Leveroni","Passatge de Rosa Leveroni","0001","0015"
"199104","02253","C","Marquès Lamadrid","Carrer del Marquès de Lamadrid","0001","0010"
"050600","00556","C","Bon Pastor","Carrer del Bon Pastor","0001","0013"
"208056","02351","C","Menor de Sarrià","Carrer Menor de Sarrià","0001","0009"
"112401","01280","C","Escudellers Blancs","Carrer d'Escudellers Blancs","0001","0014"
"340600","03825","C","Torrent de Mariner","Carrer del Torrent de Mariner","0001","0024"
"104458","01180","C","Domènech Montaner","Carrer de Domènech i Montaner","0001","0012"
"131009","01495","C","Fontova","Carrer de Fontova","0001","0026"
"700731","05059","C","J Rubió i Balaguer","Carrer de Jordi Rubió i Balaguer","0001","0012"
"261376","02963","C","Poncelles","Carrer de les Poncelles","0001","0020"
"701271","05598","Pl","Pl Jaume Sabartés","Plaça de Jaume Sabartés","0001","0004"
"700692","05020","Ptja","Ptja Bogatell","Platja del Bogatell","0001","0100"
"701314","05641","Jard","Jard Can Brasó","Jardins de Can Brasó","",""
"700644","04973","Ptja","Ptja Sant Sebastià","Platja de Sant Sebastià","0001","0001"
"700802","05127","Pl","Pl Josep M.Huertas","Plaça de Josep Maria Huertas Claveria","0001","0003"
"701782","06115","Pont","Pont 32H1","Pont 32H1","",""
"129878","01484","Parc","Parc Font del Racó","Parc de la Font del Racó","",""
"701141","05467","Jard","Jard Sebast Gasch","Jardins de Sebastià Gasch","",""
"247295","02806","Pas","Pas Violet Montbau","Pas Violeta de Montbau","",""
"701554","05884","Jard","Jard Sarrià Vell","Jardins de Sarrià Vell","",""
"701556","05886","Plta","Plta Josep M. Jaén","Placeta de Josep Ma. Jaén","",""
"701613","05944","Parc","Parc Auditoris","Parc dels Auditoris","",""
"281409","03188","Ctra","Ctra Ribes","Carretera de Ribes","0001","0615"
"366002","04124","C","Mare Déu Salut","Carrer de la Mare de Déu de la Salut","0001","0097"
"368609","04155","Ptge","Ptge Xinxó","Passatge d'en Xinxó","0001","0030"
"701364","05691","C","Pere Terré Domènec","Carrer de Pere Terré i Domènech","0001","0017"
"279407","03164","C","Repartidor","Carrer del Repartidor","0001","0063"
"209605","02369","Ptge","Ptge Mercedes","Passatge de Mercedes","0001","0023"
"169409","01929","G.V.","GV Corts Catalanes","Gran Via de les Corts Catalanes","0111","1198"
"269006","03052","C","Portal Nou","Carrer del Portal Nou","0001","0062"
"011200","00117","C","Almogàvers","Carrer dels Almogàvers","0001","0239"
"060807","00678","C","Cantàbria","Carrer de Cantàbria","0001","0082"
"197903","02239","Pg","Pg Marítim","Passeig Marítim de la Barceloneta - Oriol Bohigas i Guardiola","0001","0061"
"078904","00889","C","Torrent Roses","Carrer del Torrent de les Roses","0001","0092"
"194100","02196","C","La Maquinista","Carrer de La Maquinista","0001","0066"
"127704","01462","C","Floridablanca","Carrer de Floridablanca","0001","0154"
"361009","04072","C","Vila i Vilà","Carrer de Vila i Vilà","0001","0103"
"274108","03108","C","Puig d'Óssa","Carrer de Puig d'Óssa","0001","0029"
"173803","01976","C","Jubany","Carrer de Jubany","0001","0021"
"059105","00661","C","Canalejas","Carrer de Canalejas","0001","0107"
"140906","01607","C","Garona","Carrer de la Garona","0001","0021"
"359608","04057","C","Cep","Carrer del Cep","0001","0018"
"265504","03010","Ctra","Ctra Prat","Carretera del Prat","0001","0082"
"701498","05827","Ctra","Ctra B-10 (Besòs)","Carretera B-10 (Besòs)","",""
"209004","02363","Pl","Pl Mercat","Plaça del Mercat","0001","0026"
"701324","05651","C","E de Requesens","Carrer d'Estefania de Requesens","0001","0016"
"307207","03454","Rda","Rda Sant Martí","Ronda de Sant Martí","0001","0106"
"004307","00045","C","Agustina Saragossa","Carrer d'Agustina Saragossa","0001","0025"
"310303","03485","C","Maria Casas Mira","Carrer de Maria Casas Mira","0001","0042"
"328502","03692","C","Sovelles","Carrer de Sovelles","0001","0036"
"701222","05549","Pl","Pl Joan Coromines","Plaça de Joan Coromines","0001","0001"
"339815","03816","Camí","Camí Torre Melina","Camí de la Torre Melina","0001","0015"
"057700","00632","Ptge","Ptge Camp","Passatge del Camp","0001","0013"
"701886","06219","Jard","Jard Isabel Domíng","Jardins d'Isabel Domínguez Paniagua","",""
"206709","02337","C","Medes","Carrer de les Medes","0001","0021"
"701591","05922","Jard","Jard Ermessenda C","Jardins d'Ermessenda de Carcassona","",""
"701595","05926","Pl","Pl Aire","Plaça de l'Aire","0001","0010"
"003803","00039","C","Àliga","Carrer de l'Àliga","0001","0049"
"065006","00724","Pl","Pl Card Cicognani","Plaça del Cardenal Cicognani","0001","0009"
"140757","01605","Pl","Pl Gardunya","Plaça de la Gardunya","0001","0015"
"087905","00986","C","Comtes","Carrer dels Comtes","0001","0010"
"701315","05642","Pl","Pl Can Galta Crema","Plaça de Can Galta Cremat","0001","0001"
"252309","02860","T","T Perales","Torrent de Perales","0001","0015"
"700941","05265","C","Menéndez y Pelayo","Carrer de Menéndez y Pelayo","0001","0010"
"253607","02872","Ptge","Ptge Permanyer","Passatge de Permanyer","0001","0019"
"373904","04186","C","Número 40","Carrer Número 40 Zona Franca","0001","0016"
"260781","02953","C","Poblet","Carrer de Poblet","0001","0025"
"228155","02574","C","Nínive","Carrer de Nínive","0001","0002"
"007305","00075","Av","Av Exèrcit","Avinguda de l'Exèrcit","0001","0014"
"205900","02326","C","Matilde Díez","Carrer de Matilde Díez","0001","0019"
"701212","05539","Pl","Pl P Mandiargues","Plaça de Pieyre de Mandiargues","0001","0006"
"235401","02655","C","Aiguallonga","Carrer d'Aiguallonga","0001","0011"
"132624","01512","Pl","Pl Francesc Layret","Plaça de Francesc Layret","0001","0009"
"334301","03752","C","Teodor Bonaplata","Carrer de Teodor Bonaplata","0001","0007"
"315001","03535","Pl","Pl Santa Engràcia","Plaça de Santa Engràcia","0001","0010"
"701441","05769","Av","Av Parc Logístic","Avinguda del Parc Logístic","0002","0040"
"701633","05964","Jard","Jard Pisci Esports","Jardins de Piscines i Esports","",""
"700821","05146","Moll","Moll Xaloc","Moll de Xaloc","0001","0003"
"701877","06210","Pl","Pl M Luisa Granero","Plaça de María Luisa Granero","0001","0001"
"181506","02062","Ptge","Ptge Puig Aguilar","Passatge del Puig Aguilar","0001","0008"
"701913","06246","C","Roser Pérez Simó","Carrer de Roser Pérez Simó","0001","0005"
"222002","02511","Pl","Pl Msèn Verdaguer","Plaça de Mossèn Jacint Verdaguer","",""
"700189","04520","Parc","Parc Espanya Indus","Parc de l'Espanya Industrial","",""
"701230","05557","Jard","Jard Josep Amat","Jardins de Josep Amat","",""
"700122","04460","C","Longitudinal 5","Carrer Longitudinal 5","0001","0160"
"104301","01178","C","Dolors Monserdà","Carrer de Dolors Monserdà","0001","0058"
"101008","01135","Av","Av Tibidabo","Avinguda del Tibidabo","0001","0081"
"178206","02027","C","Leopoldo Alas","Carrer de Leopoldo Alas","0001","0014"
"339203","03807","C","Torras i Pujalt","Carrer de Torras i Pujalt","0001","0069"
"290807","03285","C","Rubió i Ors","Carrer de Rubió i Ors","0001","0074"
"224405","02533","C","Murtra","Carrer de la Murtra","0001","0181"
"341908","03841","C","Torrijos","Carrer de Torrijos","0001","0072"
"191703","02171","C","Mandri","Carrer de Mandri","0001","0073"
"001309","00014","C","Acàcies","Carrer de les Acàcies","0001","0073"
"168304","01918","C","Joaquim Valls","Carrer de Joaquim Valls","0001","0141"
"054000","00592","C","Cadí","Carrer del Cadí","0001","0066"
"366705","04132","C","Vista Bella","Carrer de Vista Bella","0001","0037"
"224904","02538","Pg","Pg Joan de Borbó","Passeig de Joan de Borbó Comte de Barcelona","0001","0146"
"280304","03174","C","Mossèn Josep Bundó","Carrer de Mossèn Josep Bundó","0001","0046"
"175707","02001","C","Rajolers","Carrer dels Rajolers","0001","0040"
"342707","03850","C","Travau","Carrer de Travau","0001","0073"
"039108","00437","C","Benet Mercadé","Carrer de Benet Mercadé","0001","0037"
"145003","01649","C","Girona","Carrer de Girona","0001","0183"
"340905","03828","C","Torrent del Remei","Carrer del Torrent del Remei","0001","0063"
"309202","03474","Ptge","Ptge Sant Pere","Passatge de Sant Pere","0001","0033"
"057802","00633","C","Camp Arriassa","Carrer del Camp Arriassa","0042","0137"
"154208","01747","C","Hartzenbusch","Carrer d'Hartzenbusch","0001","0044"
"329505","03703","C","Tajo","Carrer del Tajo","0001","0079"
"701357","05684","Pg","Pg Potosí","Passeig de Potosí","0001","0011"
"194803","02205","C","Marc Aureli","Carrer de Marc Aureli","0001","0044"
"250303","02840","Ptge","Ptge Pere Ripoll","Passatge de Pere Ripoll","0001","0018"
"239606","02705","C","Pare Pérez Pulgar","Carrer del Pare Pérez del Pulgar","0001","0137"
"119706","01378","C","Fenals","Carrer de Fenals","0001","0028"
"701431","05759","Ctra","Ctra C-17(Puigcer)","Carretera C-17 (Puigcerdà)","",""
"701862","06195","Ptge","Ptge Carme Aymeric","Passatge de Carme Aymerich","0001","0001"
"338302","03797","C","Topete","Carrer de Topete","0001","0012"
"222909","02519","C","Mühlberg","Carrer de Mühlberg","0001","0124"
"701403","05731","C","Número 25","Carrer Número 25","0008","0010"
"701721","06053","Ptge","Ptge Llucieta Cany","Passatge de Llucieta Canyà","0002","0012"
"341602","03837","C","Torres i Amat","Carrer de Torres i Amat","0001","0021"
"018200","00207","Pl","Pl Antoni Maura","Plaça d'Antoni Maura","0006","0010"
"016000","00175","Pl","Pl Àngel","Plaça de l'Àngel","0001","0012"
"247353","02808","C","Pascual i Vila","Carrer de Pascual i Vila","0001","0024"
"208409","02356","Ptge","Ptge Mercader","Passatge de Mercader","0001","0020"
"142901","01627","C","Gelida","Carrer de Gelida","0001","0020"
"067205","00745","T","T Carmel","Torrent del Carmel","0001","0025"
"701346","05673","C","A Gilabert i Bonet","Carrer d'Antoni Gilabert i Bonet","0035","0064"
"096906","01089","C","Dàlia","Carrer de la Dàlia","0001","0060"
"700656","04984","Camí","Camí Fredolic","Camí del Fredolic","0001","0012"
"701542","05872","Esc","Esc Tenerife","Escales de Tenerife","0001","0009"
"298810","03370","Pl","Pl Sant Cristòfol","Plaça de Sant Cristòfol","0001","0022"
"191500","02169","C","Manxa","Carrer de la Manxa","0001","0022"
"078653","00886","Pg","Pg Cimal","Passeig del Cimal","0001","0039"
"159008","01796","C","Hug de Rocabertí","Carrer d'Hug de Rocabertí","0001","0008"
"700097","04438","Pl","Pl Lola Anglada","Plaça de Lola Anglada","0001","0004"
"093850","01051","C","Cretes","Carrer de Cretes","0001","0014"
"075804","00851","Ptge","Ptge Rere Cement V","Passatge de Rere el Cementiri Vell","0016","0022"
"700146","04482","C","Comas i Solà","Carrer de Comas i Solà","0001","0010"
"701752","06084","Jrdi","Jrdi Marga Wirsing","Jardí de Margarita Wirsing i Bordas","",""
"701705","06037","C","Tallers Ferroviari","Carrer dels Tallers Ferroviaris","0001","0001"
"701272","05599","Jard","Jard Mediterrània","Jardins de la Mediterrània","",""
"701402","05730","C","Número 24","Carrer Número 24","0005","0009"
"285400","03230","Ptge","Ptge Roca","Passatge de Roca","",""
"327703","03685","Pl","Pl Sóller","Plaça de Sóller","0001","0001"
"071359","00795","Pl","Pl Cascades","Plaça de les Cascades","0001","0002"
"701389","05717","Pl","Pl Basses Peira","Plaça de les Basses de la Peira","0001","0001"
"701291","05618","Rda","Rda Mig","Ronda del Mig","",""
"701715","06047","Jard","Jard Maria Soteras","Jardins de Maria Soteras Mauri","",""
"700842","05166","Plta","Plta Charlot","Placeta de Charlot","",""
"700152","04488","Pl","Pl Pare E Millan","Plaça del Pare Eusebi Millan","0001","0001"
"700704","05032","Plta","Plta Creu Magòria","Placeta de Creu de Magòria","",""
"701784","06117","Jard","Jard Can Verdaguer","Jardins de Can Verdaguer","",""
"701236","05563","Jard","Jard M Blancafort","Jardins de Manuel Blancafort","",""
"701937","06270","Pl","Pl Treb. de Macosa","Plaça de les Treballadores i Treballadors de Macosa","0001","0001"
"200203","02264","Plta","Plta Mqsa Caldes M","Placeta de la Marquesa de Caldes de Montbui","",""
"700766","05091","Parc","Parc Esp Mar Bella","Parc Esportiu de la Mar Bella","",""
"701985","06318","Pl","Pl Carme Garcia","Plaça de Carme Garcia","0001","0007"
"206403","02332","C","Gran de Gràcia","Carrer Gran de Gràcia","0001","0266"
"201104","02273","C","Martí","Carrer de Martí","0001","0146"
"219303","02476","Ptge","Ptge Montornès","Passatge de Montornès","0001","0026"
"099303","01115","C","Desfar","Carrer de Desfar","0001","0061"
"322801","03622","C","Sèneca","Carrer de Sèneca","0001","0037"
"067307","00746","C","Carme","Carrer del Carme","0001","0116"
"365600","04119","C","Mare Déu de Lorda","Carrer de la Mare de Déu de Lorda","0001","0102"
