"codi_via","codi_carrer_ine","tipus_via","nom_curt","nom_oficial","nre_min","nre_max"
"109000","01235","Pl","Pl Emili Vilanova","Plaça d'Emili Vilanova","0005","0007"
"355800","04014","C","Verema","Carrer de la Verema","0001","0018"
"297806","03358","Cro","Cro St Bonaventura","Carreró de Sant Bonaventura","0001","0005"
"038400","00430","C","Bellprat","Carrer de Bellprat","0001","0039"
"054101","00593","C","Cadis","Carrer de Cadis","0001","0025"
"361100","04073","C","Viladecans","Carrer de Viladecans","0001","0037"
"239901","02708","C","Pare Secchi","Carrer del Pare Secchi","0002","0054"
"190201","02157","Pl","Pl Bonet i Muixí","Plaça de Bonet i Muixí","0001","0008"
"173870","01977","C","Judea","Carrer de Judea","0001","0014"
"100708","01131","C","Arístides Maillol","Carrer d'Arístides Maillol","0001","0045"
"369000","04160","C","Illas i Vidal","Carrer d'Illas i Vidal","0001","0004"
"700967","05291","Av","Av Ports d'Europa","Avinguda dels Ports d'Europa","0002","0120"
"700963","05287","Ptge","Ptge Malacca","Passatge de Malacca","0001","0020"
"236007","02662","Pl","Pl Orient","Plaça de l'Orient","0003","0009"
"099008","01113","C","Descans","Carrer del Descans","0001","0021"
"700919","05243","C","Polvorí","Carrer del Polvorí","0001","0013"
"273900","03106","C","Rajoler","Carrer del Rajoler","0001","0004"
"136909","01561","C","Font Sant Miquel","Carrer de la Font de Sant Miquel","0001","0004"
"259501","02935","Ptge","Ptge Plana","Passatge de la Plana","0001","0027"
"061050","00681","C","Pedrera del Mussol","Carrer de la Pedrera del Mussol","0001","0016"
"292904","03308","Ptge","Ptge Ca Seguers","Passatge de Ca dels Seguers","0001","0017"
"190609","02160","Ptge","Ptge Malet","Passatge de Malet","0001","0022"
"145207","01651","Pl","Pl Grau Miró","Plaça de Grau Miró","0001","0001"
"700183","04514","Parc","Parc Can Sabater","Parc de Can Sabater","",""
"700735","05063","Jard","Jard Dr S Hahneman","Jardins del Doctor Samuel Hahnemann","",""
"003552","00036","Camí","Camí Aigües","Camí de les Aigües","0001","0008"
"701196","05523","Pl","Pl Ictíneo","Plaça de l'Ictíneo","0001","0001"
"045406","00505","C","Boquer","Carrer d'en Boquer","0001","0014"
"700786","05112","Esp","Esp Gas","Espigó del Gas","",""
"701075","05400","Jard","Jard C Campoamor","Jardins de Clara Campoamor","",""
"700155","04491","C","Festa Major","Carrer de la Festa Major","",""
"701261","05588","Pl","Pl Gato Pérez","Plaça de Gato Pérez","",""
"701885","06218","Pl","Pl Conxa Pérez Col","Plaça de Conxa Pérez Collado","",""
"246281","02780","Parc","Parc Güell","Parc Güell","",""
"702013","06346","Ptge","Ptge Assumpta Gonz","Passatge d'Assumpta Gonzàlez","0001","0009"
"238400","02693","C","Padilla","Carrer de Padilla","0142","0397"
"143904","01637","Rda","Rda General Mitre","Ronda del General Mitre","0001","0267"
"304800","03432","Ptge","Ptge St J Muntanya","Passatge de Sant Josep de la Muntanya","0001","0019"
"331507","03722","C","Tarragona","Carrer de Tarragona","0068","0185"
"168905","01923","C","Jordi Sant Jordi","Carrer de Jordi de Sant Jordi","0001","0057"
"105304","01189","C","Dos de Maig","Carrer del Dos de Maig","0182","0335"
"362602","04088","C","Vilardell","Carrer de Vilardell","0001","0054"
"155801","01763","C","Ferro","Carrer del Ferro","0001","0030"
"216509","02444","C","Monlau","Carrer de Monlau","0001","0094"
"700171","04505","C","Santa Olívia","Carrer de Santa Olívia","0001","0005"
"023301","00262","Ptge","Ptge Argullós","Passatge d'Argullós","0001","0025"
"341409","03833","C","Torres","Carrer de les Torres","0001","0107"
"335508","03766","C","Tiana","Carrer de Tiana","0001","0022"
"133300","01521","C","Francesc Tàrrega","Carrer de Francesc Tàrrega","0001","0051"
"200101","02263","C","Mqsa Caldes Montb","Carrer de la Marquesa de Caldes de Montbui","0001","0054"
"282004","03194","C","Riells","Carrer de Riells","0001","0057"
"189202","02148","C","Magalhães","Carrer de Magalhães","0001","0085"
"701587","05918","Pl","Pl Primavera","Plaça de la Primavera","0001","0015"
"212406","02400","C","Mineria","Carrer de la Mineria","0001","0078"
"014606","00156","C","Empordà","Carrer de l'Empordà","0001","0026"
"325107","03645","C","Trelawny","Carrer de Trelawny","0001","0017"
"084703","00955","C","Comandant Benítez","Carrer del Comandant Benítez","0001","0045"
"333900","03748","C","Tenor Masini","Carrer del Tenor Masini","0001","0118"
"700134","04472","C","Transversal 8","Carrer Transversal 8","0001","0061"
"149004","01690","C","Granados","Carrer de Granados","0001","0026"
"213001","02407","C","Mir Geribert","Carrer de Mir Geribert","0001","0020"
"277208","03143","C","Regàs","Carrer de Regàs","0001","0035"
"330708","03715","C","Taquígraf Garriga","Carrer del Taquígraf Garriga","0001","0195"
"225805","02548","Pl","Pl Narcís Oller","Plaça de Narcís Oller","0001","0010"
"031401","00351","Ptge","Ptge Baix del Turó","Passatge Baix del Turó","0021","0062"
"310100","03483","C","Sant Quirze Safaja","Carrer de Sant Quirze Safaja","0001","0044"
"286402","03240","C","Roger","Carrer de Roger","0001","0074"
"176109","02007","Pl","Pl Laguna de Lanao","Plaça de la Laguna de Lanao","0001","0001"
"030103","00338","C","Bacardí","Carrer de Bacardí","0001","0064"
"277707","03148","C","Reig i Bonet","Carrer de Reig i Bonet","0001","0027"
"201909","02281","Ptge","Ptge Martras","Passatge de Martras","0001","0029"
"346005","03887","C","Trinitat","Carrer de la Trinitat","0001","0005"
"352201","03963","C","Valldoreix","Carrer de Valldoreix","0001","0020"
"001105","00012","C","Manuel Ballbé","Carrer de Manuel Ballbé","0001","0020"
"701686","06018","Ptge","Ptge Carmen de Bur","Passatge de Carmen de Burgos","0001","0004"
"176302","02010","C","Lancaster","Carrer de Lancaster","0001","0024"
"283608","03212","C","Riudarenes","Carrer de Riudarenes","0001","0009"
"307900","03461","Pl","Pl Sant Miquel","Plaça de Sant Miquel","0001","0006"
"163504","01849","Pg","Pg Isabel II","Passeig d'Isabel II","0001","0014"
"021601","00242","C","Arcs","Carrer dels Arcs","0001","0010"
"358401","04043","C","Vicaria","Carrer de la Vicaria","0001","0006"
"700665","04993","C","Frederic Mompou","Carrer de Frederic Mompou","0001","0017"
"324002","03634","C","Serrallonga","Carrer de Serrallonga","0001","0030"
"023980","00269","Pl","Pl Armada","Plaça de l'Armada","",""
"260806","02954","C","Poesia","Carrer de la Poesia","0001","0019"
"185052","02097","C","Llinars del Vallès","Carrer de Llinars del Vallès","0001","0017"
"341850","03840","C","Torrevieja","Carrer de Torrevieja","0006","0025"
"700083","04425","C","Josep M. Sagarra","Carrer de Josep M. de Sagarra","0001","0013"
"114407","01304","C","Esparver","Carrer de l'Esparver","0001","0030"
"005503","00055","C","Ourense","Carrer d'Ourense","0001","0008"
"264705","03002","C","Pou de l'Estany","Carrer del Pou de l'Estany","0001","0005"
"104006","01175","Ptge","Ptge Doctor Torres","Passatge del Doctor Torres","0001","0021"
"700718","05046","Plta","Plta Can Garriga","Placeta de Can Garriga","",""
"212009","02398","C","Mina","Carrer de Mina","0001","0001"
"701685","06017","C","Olympe de Gouges","Carrer d'Olympe de Gouges","0002","0002"
"701456","05784","Jard","Jard Lina Ódena","Jardins de Lina Ódena","",""
"325901","03654","C","Simó Oller","Carrer de Simó Oller","0001","0005"
"701444","05772","Pl","Pl Abat Oliba","Plaça de l'Abat Oliba","0001","0001"
"701746","06078","Camí","Camí Can Rius (Tor","Camí de Can Rius a Torre Baró","",""
"166750","01897","Jard","Jard Voltes Cirés","Jardins de les Voltes d'en Cirés","",""
"701596","05927","Jrdi","Jrdi Clot Salvi","Jardí del Clot d'en Salvi","",""
"701750","06082","Jard","Jard Martí Luter","Jardins de Martí Luter","",""
"700093","04435","Ptge","Ptge Primavera","Passatge de la Primavera","",""
"701993","06326","Gal","Gal Gralla Hall","Galeria Gralla Hall","",""
"012600","00135","C","Alts Forns","Carrer dels Alts Forns","0013","0088"
"282809","03205","C","Riu de l'Or","Carrer del Riu de l'Or","0001","0039"
"326201","03666","C","Siracusa","Carrer de Siracusa","0001","0059"
"069109","00765","C","Cartellà","Carrer de Cartellà","0001","0195"
"097308","01093","C","Dalmases","Carrer de Dalmases","0016","0082"
"214106","02419","C","Modolell","Carrer de Modolell","0001","0080"
"701044","05369","Pl","Pl Manuel Ainaud","Plaça de Manuel Ainaud","0001","0011"
"198156","02242","C","Marbre","Carrer del Marbre","0001","0014"
"700956","05280","C","F Bonnemaison","Carrer de Francesca Bonnemaison","0001","0010"
"187400","02125","C","Madriguera","Carrer de la Madriguera","0001","0047"
"052004","00571","C","Borriana","Carrer de Borriana","0001","0144"
"326507","03669","C","Socors","Carrer del Socors","0001","0025"
"135101","01540","C","Font Florida","Carrer de la Font Florida","0001","0131"
"128707","01472","C","Fondal Sant Martí","Carrer del Fondal de Sant Martí","0001","0034"
"073503","00819","C","Castellví","Carrer de Castellví","0001","0068"
"249100","02829","C","Pedret","Carrer de Pedret","0001","0016"
"361508","04077","C","Viladrosa","Carrer de Viladrosa","0050","0161"
"218901","02472","C","Montmajor","Carrer de Montmajor","0001","0033"
"346402","03891","C","Trinxant","Carrer de Trinxant","0001","0146"
"144204","01640","C","Ample","Carrer Ample","0001","0056"
"700800","05125","Camí","Camí Salze","Camí del Salze","0001","0105"
"165408","01871","C","Jaume Fabre","Carrer de Jaume Fabre","0001","0048"
"175321","01992","C","Júpiter","Carrer de Júpiter","0001","0046"
"151902","01723","C","Guatlla","Carrer de la Guatlla","0002","0054"
"286606","03242","Ptge","Ptge Roger de Flor","Passatge de Roger de Flor","0001","0019"
"267816","03034","C","Nou Barris","Carrer dels Nou Barris","0001","0027"
"267601","03031","C","Proclamació","Carrer de la Proclamació","0001","0020"
"211607","02392","C","Milans","Carrer de Milans","0001","0009"
"114906","01310","Ptge","Ptge Espiell","Passatge d'Espiell","0001","0023"
"700807","05132","Pl","Pl Ricard Zamora","Plaça de Ricard Zamora","0001","0001"
"701310","05637","Pl","Pl Boyeros","Plaça de Boyeros","0001","0001"
"365203","04115","C","Verge","Carrer de la Verge","0001","0016"
"093500","01047","Ptge","Ptge Crèdit","Passatge del Crèdit","0001","0010"
"172709","01965","C","Juan de Mena","Carrer de Juan de Mena","0001","0031"
"371002","04185","C","Número 11","Carrer Número 11 Zona Franca","0016","0050"
"051205","00562","C","Buenos Aires","Carrer de Buenos Aires","0001","0064"
"156203","01765","Pl","Pl Pablo Neruda","Plaça de Pablo Neruda","0001","0001"
"044006","00488","C","Martí Garralaga","Carrer de Martí Garralaga","0001","0015"
"196300","02221","C","Maria Paretas","Carrer de Maria Paretas","0001","0006"
"333808","03747","C","Tinent Flomesta","Carrer del Tinent Flomesta","0001","0050"
"111500","01270","C","Salvador Alarma","Carrer de Salvador Alarma","0002","0028"
"096509","01084","Ptge","Ptge Xile","Passatge de Xile","0001","0062"
"367752","04143","Pl","Pl Wagner","Plaça de Wagner","0001","0008"
"168803","01922","Av","Av Jordà","Avinguda del Jordà","0001","0031"
"203100","02302","C","Maspons","Carrer de Maspons","0001","0028"
"160903","01819","Pl","Pl Ildefons Cerdà","Plaça d'Ildefons Cerdà","0001","0007"
"316401","03549","C","Santa Elionor","Carrer de Santa Elionor","0001","0016"
"026300","00291","Ptge","Ptge Artemis","Passatge d'Artemis","0001","0029"
"094004","01053","C","Crillon","Carrer de Crillon","0001","0021"
"700824","05149","C","Basses d'Horta","Carrer de les Basses d'Horta","0001","0009"
"080600","00910","Pl","Pl Ciutadella","Plaça de Ciutadella","0009","0015"
"192309","02177","C","Manresa","Carrer de Manresa","0001","0009"
"058634","00651","Camí","Camí Can Clos","Camí de Can Clos","0001","0009"
"348576","03920","C","Llicorella","Carrer de la Llicorella","0001","0009"
"700742","05069","Pl","Pl Mig de Can Clos","Plaça del Mig de Can Clos","0001","0013"
"364200","04105","Ptge","Ptge Vintró","Passatge de Vintró","0001","0026"
"036609","00406","Ptge","Ptge Batlló","Passatge de Batlló","0001","0022"
"038808","00434","Pl","Pl Benet XV","Plaça de Benet XV","0002","0004"
"701254","05581","Pl","Pl P Figuera Serra","Plaça de Pere Figuera i Serra","0001","0001"
"102452","01155","Pl","Pl Dr I Barraquer","Plaça del Doctor Ignasi Barraquer","0001","0009"
"171502","01954","C","Juan de Ávila","Carrer de Juan de Ávila","",""
"120454","01385","Camí","Camí Far","Camí del Far","0001","0005"
"540267","04318","Moll","Moll Drassanes","Moll de les Drassanes","",""
"540529","04322","Moll","Moll Bosch Alsina","Moll de Bosch i Alsina","0001","0001"
"179402","02038","C","Llebre","Carrer de la Llebre","0001","0004"
"701440","05768","Jard","Jard Camp Sarrià","Jardins del Camp de Sarrià","",""
"701909","06242","Jard","Jard Virgínia Ampo","Jardins de Virgínia Amposta Amposta","",""
"701749","06081","Jrdi","Jrdi Sempronio","Jardí de Sempronio","",""
"700130","04468","C","Longitudinal 10","Carrer Longitudinal 10","0046","0066"
"090502","01015","C","Còrsega","Carrer de Còrsega","0045","0713"
"241200","02722","C","Palamós","Carrer de Palamós","0001","0102"
"009606","00099","Ptge","Ptge Alió","Passatge d'Alió","0001","0048"
"286504","03241","C","Roger de Flor","Carrer de Roger de Flor","0001","0338"
"255103","02888","C","Picó i Campamar","Carrer de Picó i Campamar","0001","0028"
"302203","03401","C","S Gervasi Cassoles","Carrer de Sant Gervasi de Cassoles","0001","0121"
"236700","02669","C","Or","Carrer de l'Or","0001","0050"
"042306","00469","C","Bilbao","Carrer de Bilbao","0001","0243"
"023200","00261","C","Argullós","Carrer d'Argullós","0001","0147"
"300503","03386","C","Sant Feliu Codines","Carrer de Sant Feliu de Codines","0001","0221"
"041100","00457","C","Bernat Metge","Carrer de Bernat Metge","0001","0036"
"096021","01079","C","Cusco","Carrer de Cusco","0001","0061"
"102703","01159","C","Doctor Letamendi","Carrer del Doctor Letamendi","0001","0106"
"259104","02931","C","Pla de Fornells","Carrer del Pla de Fornells","0001","0098"
"206800","02338","C","Sant Pere Mitjà","Carrer de Sant Pere Mitjà","0001","0093"
"158402","01790","C","Hostalric","Carrer d'Hostalric","0001","0032"
"186408","02113","C","Llobera","Carrer de Llobera","0001","0142"
"032302","00364","C","Balenyà","Carrer de Balenyà","0001","0051"
"366501","04130","Pl","Pl Virrei Amat","Plaça del Virrei Amat","0001","0015"
"700034","04380","Ptge","Ptge Via Trajana A","Passatge Via Trajana A","0001","0012"
"347100","03897","C","Encuny","Carrer de l'Encuny","0001","0027"
"701628","05959","Ptge","Ptge A Díaz Plaja","Passatge d'Aurora Díaz Plaja","0001","0008"
"058598","00647","Camí","Camí Can Castellví","Camí de Can Castellví","0001","0043"
"329800","03706","C","Tallers","Carrer dels Tallers","0001","0084"
"337300","03788","C","Tolosa","Carrer de Tolosa","0001","0010"
"214150","02420","C","Mogent","Carrer del Mogent","0001","0038"
"057507","00630","C","Campeny","Carrer de Campeny","0001","0037"
"163402","01848","Ptge","Ptge Isabel","Passatge d'Isabel","0001","0014"
"224802","02537","C","Nació","Carrer de la Nació","0001","0094"
"701527","05857","Ptge","Ptge Maria Llimona","Passatge de Maria Llimona","0001","0046"
"278801","03159","C","Rembrandt","Carrer de Rembrandt","0007","0016"
"037306","00415","C","Beatriu","Carrer de Beatriu","0001","0028"
"248108","02819","Av","Av Pearson","Avinguda de Pearson","0001","0185"
"307604","03458","C","Sant Medir","Carrer de Sant Medir","0001","0040"
"009071","00093","Ptge","Ptge Violer","Passatge del Violer","0001","0017"
"074506","00832","Rbla","Rbla Catalunya","Rambla de Catalunya","0001","0137"
"332850","03737","Pl","Pl Televisió","Plaça de la Televisió","0001","0001"
"065607","00730","C","Carders","Carrer dels Carders","0001","0051"
"332907","03738","C","Tell","Carrer de Tell","0001","0011"
"269108","03055","Pl","Pl Portal Pau","Plaça del Portal de la Pau","0001","0009"
"293907","03318","C","Salomó","Carrer de Salomó","0001","0015"
"700041","04386","Moll","Moll E Fernández","Moll d'Evaristo Fernández","0001","0001"
"339305","03808","C","Torre","Carrer de la Torre","0001","0028"
"216702","02446","Pl","Pl Mons","Plaça de Mons","0001","0007"
"701323","05650","C","Joan Comorera","Carrer de Joan Comorera","0001","0018"
"301506","03395","C","Palau de la Música","Carrer del Palau de la Música","0001","0006"
"272500","03091","C","Quevedo","Carrer de Quevedo","0001","0040"
"193403","02188","Plta","Plta Manuel Ribé","Placeta de Manuel Ribé","0001","0005"
"192400","02178","C","Manrique de Lara","Carrer de Manrique de Lara","0001","0013"
"358955","04050","Pl","Pl Víctor Balaguer","Plaça de Víctor Balaguer","0001","0008"
"283109","03207","C","Ripoll","Carrer de Ripoll","0012","0027"
"015755","00171","C","Andròmeda","Carrer d'Andròmeda","0001","0014"
"050905","00558","C","Ventura Plaja","Carrer de Ventura Plaja","0001","0062"
"351209","03950","Ptge","Ptge Vallseca","Passatge de Vallseca","0001","0013"
"052423","00576","C","C Zona Franca","Carrer C Zona Franca","0001","0023"
"156305","01766","C","Historiador Maians","Carrer de l'Historiador Maians","0001","0032"
"701506","05835","Pl","Pl Carme Montoriol","Plaça de Carme Montoriol","0001","0012"
"192706","02181","C","Mas Pujol","Carrer del Mas Pujol","0001","0023"
"260704","02952","C","Pobla de Lillet","Carrer de la Pobla de Lillet","0001","0026"
"144102","01639","C","Joaquim Blume","Carrer de Joaquim Blume","0001","0012"
"018301","00209","C","Francesc Bolòs","Carrer de Francesc Bolòs","0001","0046"
"014005","00149","C","Amics","Carrer dels Amics","0001","0015"
"085207","00960","C","Comercial","Carrer Comercial","0001","0019"
"701149","05475","C","Marie Curie","Carrer de Marie Curie","0001","0023"
"700676","05005","C","Seül","Carrer de Seül","0001","0031"
"701479","05807","C","Longitudinal 4","Carrer Longitudinal 4","0012","0034"
"701198","05525","Pl","Pl Odissea","Plaça de l'Odissea","0001","0002"
"701148","05474","C","Albert Einstein","Carrer d'Albert Einstein","0001","0045"
"111850","01274","Pg","Pg Escullera","Passeig de l'Escullera","0001","0001"
"701264","05591","Parc","Parc Diagonal Mar","Parc de Diagonal Mar","",""
"701573","05904","Jard","Jard Tete Montoliu","Jardins de Tete Montoliu","",""
"700882","05205","Pl","Pl Campions","Plaça dels Campions","0001","0001"
"701803","06136","C","SN(Andana Est C M","Carrer Sense Nom (Andana Estació Coronel Monasterio)","0001","0002"
"096600","01085","C","Xipre","Carrer de Xipre","0001","0002"
"701374","05701","Jard","Jard Sant Pau Camp","Jardins de Sant Pau del Camp","",""
"701753","06085","Jard","Jard Ramon Aramon ","Jardins de Ramon Aramon i Serra","",""
"701457","05785","Jard","Jard A Llevant","Jardins de l'Arenal de Llevant","",""
"701484","05813","C","Transversal 3","Carrer Transversal 3","",""
"702015","06348","Jard","Jard Rambla Sants","Jardins de la Rambla de Sants","",""
"193006","02184","C","Manuel Arnús","Carrer de Manuel Arnús","0001","0101"
"137402","01565","Pl","Pl Doctor Andreu","Plaça del Doctor Andreu","0001","0005"
"065505","00729","C","Card Vives i Tutó","Carrer del Cardenal Vives i Tutó","0001","0067"
"118703","01362","C","Evarist Arnús","Carrer d'Evarist Arnús","0001","0072"
"271904","03083","C","Putxet","Carrer del Putxet","0001","0086"
"210003","02375","C","Meridional","Carrer Meridional","0001","0034"
"205808","02325","C","Matilde","Carrer de Matilde","0001","0011"
"037703","00420","C","Betlem","Carrer de Betlem","0001","0061"
"164700","01863","C","Jaén","Carrer de Jaén","0001","0028"
"197302","02232","C","Marina","Carrer de la Marina","0001","0380"
"248403","02822","C","Prats de Molló","Carrer de Prats de Molló","0001","0022"
"311408","03497","C","Sant Elm","Carrer de Sant Elm","0001","0096"
"280701","03180","C","Rei Martí","Carrer del Rei Martí","0001","0052"
"165703","01876","C","Jaume Pinent","Carrer de Jaume Pinent","0001","0065"
"301302","03393","C","St Francesc Xavier","Carrer de Sant Francesc Xavier","0001","0093"
"001003","00011","C","Abella","Carrer d'Abella","0001","0006"
"081603","00923","C","Clot","Carrer del Clot","0001","0264"
"326609","03670","C","Sòcrates","Carrer de Sòcrates","0001","0106"
"092950","01040","C","Costabona","Carrer de Costabona","0001","0043"
"036201","00403","C","Bassols","Carrer de Bassols","0001","0032"
"150604","01707","C","Grífols","Carrer de Grífols","0001","0041"
"088704","00995","Pl","Pl Congrés Eucarís","Plaça del Congrés Eucarístic","0001","0014"
"226706","02558","Ptge","Ptge Negociant","Passatge del Negociant","0001","0040"
"239708","02706","C","Pare Rodés","Carrer del Pare Rodés","0001","0072"
"368201","04148","C","Guitard","Carrer de Guitard","0001","0092"
"315409","03539","Ptge","Ptge Santa Eulàlia","Passatge de Santa Eulàlia","0001","0022"
"300707","03388","C","Sant Ferran","Carrer de Sant Ferran","0001","0025"
"034002","00381","C","Banys Nous","Carrer dels Banys Nous","0001","0022"
"021907","00245","C","Esquirol Volador","Carrer de l'Esquirol Volador","0001","0012"
"290909","03287","Ptge","Ptge Sta M Vilalba","Passatge de Santa Maria de Vilalba","0001","0009"
"156600","01771","C","Horaci","Carrer d'Horaci","0001","0044"
"136501","01555","Pg","Pg Font Mulassa","Passeig de la Font de la Mulassa","0001","0092"
"197404","02233","Ptge","Ptge Marina","Passatge de la Marina","0032","0061"
"144850","01647","C","Geranis","Carrer dels Geranis","0001","0018"
"152406","01729","C","Guillem Sagrera","Carrer de Guillem Sagrera","0001","0016"
"229704","02591","C","Novelles","Carrer de Novelles","0001","0038"
"221928","02508","T","T Rovelló","Torrent del Rovelló","0001","0022"
"700195","04525","Camí","Camí Carlet","Camí del Carlet","0001","0013"
"009107","00094","C","Alhucemas","Carrer d'Alhucemas","0034","0050"
"057100","00625","C","Camós","Carrer de Camós","0001","0012"
"230306","02598","Camí","Camí Mare Déu Lord","Camí de la Mare de Déu de Lorda","0001","0017"
"297908","03359","C","Sant Camil","Carrer de Sant Camil","0001","0036"
"248200","02820","Ptge","Ptge Pearson","Passatge de Pearson","0001","0026"
"701153","05479","Parc","Parc Font Florida","Parc de la Font Florida","",""
"250008","02837","C","Pere Llobet","Carrer de Pere Llobet","0001","0029"
"347904","03907","C","Turó","Carrer del Turó","0001","0019"
"270402","03068","Ptge","Ptge Puigmadrona","Passatge del Puigmadrona","0001","0038"
"174001","01979","C","Judici","Carrer del Judici","0001","0019"
"701215","05542","C","M Aurèlia Capmany","Carrer de Maria Aurèlia Capmany","0001","0024"
"208908","02362","Ptge","Ptge Mercat","Passatge del Mercat","0001","0016"
"012000","00128","C","Alt de Mariner","Carrer Alt de Mariner","0001","0036"
"701391","05719","C","Jane Addams","Carrer de Jane Addams","0001","0026"
"222501","02516","C","Moià","Carrer de Moià","0001","0020"
"701624","05955","Pl","Pl SN (Alts Forns)","Plaça Sense Nom (Alts Forns)","0001","0007"
"210900","02384","C","Miquel Bleach","Carrer de Miquel Bleach","0001","0040"
"212508","02401","C","Minerva","Carrer de Minerva","0001","0023"
"052605","00578","C","Caballero","Carrer de Caballero","0001","0097"
"005809","00057","Ptge","Ptge Albert Pinyol","Passatge d'Albert Pinyol","0001","0022"
"700653","04981","C","Josep Solé Barberà","Carrer de Josep Solé i Barberà","0001","0012"
"125902","01442","C","Finlàndia","Carrer de Finlàndia","0001","0045"
"175605","01999","C","Laberint","Carrer del Laberint","0001","0010"
"042805","00475","Rier","Rier Blanca Sarrià","Riera Blanca Sarrià","0001","0014"
"027754","00310","Ptge","Ptge Àtom","Passatge de l'Àtom","0001","0004"
"163209","01846","Ptge","Ptge Irlanda","Passatge d'Irlanda","0001","0022"
"048765","00538","C","Violer","Carrer del Violer","0001","0010"
"701424","05752","Pl","Pl Sarah Bernhardt","Plaça de Sarah Bernhardt","0001","0001"
"701191","05518","Pl","Pl Arts","Plaça de les Arts","0001","0001"
"701349","05676","Pl","Pl Drassanes","Plaça de les Drassanes","0001","0002"
"186000","02109","Ptge","Ptge Llorac","Passatge de Llorac","0001","0004"
"082708","00935","Ptge","Ptge Coloms","Passatge dels Coloms","0001","0004"
"700886","05210","Pl","Pl Llagut","Plaça del Llagut","0001","0001"
"701640","05971","Jard","Jard Villa Clara","Jardins de Villa Clara","",""
"701626","05957","Plta","Plta D Dalmases","Placeta de Daniel Dalmases","0001","0001"
"268502","03046","C","Pont de Sant Martí","Carrer del Pont de Sant Martí","0001","0008"
"700819","05144","Pl","Pl Dr P Franquesa","Plaça del Doctor Pere Franquesa","",""
"162807","01842","Pg","Pg Minici Natal","Passeig de Minici Natal","",""
"701838","06171","Jard","Jard Can Xiringoi","Jardins de Can Xiringoi","",""
"701690","06022","Parc","Parc Garrofers","Parc dels Garrofers","",""
"701856","06189","Jard","Jard Ana Figuera","Jardins d'Ana Figuera","",""
"701658","05989","Esc","Esc Canadencs","Escales dels Canadencs","",""
"701935","06268","Pl","Pl Josep i Esteve","Plaça de Josep i Esteve Fortuny i Guarro","0001","0001"
"701943","06276","Pl","Pl Lolita Torrentó","Plaça de Lolita Torrentó i Prim","0001","0001"
"116184","01328","Est","Est S Andreu Conda","Estació Sant Andreu Condal","",""
"701632","05963","Jard","Jard S Beauvoir","Jardins de Simone de Beauvoir","",""
"358059","04039","C","Via Làctia","Carrer de la Via Làctia","0001","0020"
"037000","00412","C","Beat Almató","Carrer del Beat Almató","0001","0109"
"067001","00743","Ctra","Ctra Carmel","Carretera del Carmel","0001","0110"
"175900","02003","C","Laforja","Carrer de Laforja","0001","0146"
"364700","04110","C","Vinyar","Carrer del Vinyar","0001","0083"
"179708","02042","C","Lincoln","Carrer de Lincoln","0001","0058"
"344407","03870","Trvs","Trvs Sant Antoni","Travessia de Sant Antoni","0001","0035"
"066508","00737","G.V.","G.V. Carles III","Gran Via de Carles III","0001","0158"
"188301","02136","C","Mestre Aloi","Carrer del Mestre Aloi","0001","0014"
"306907","03451","C","Sant Marià","Carrer de Sant Marià","0001","0034"
"111704","01272","C","Escòcia","Carrer d'Escòcia","0001","0139"
"282503","03200","C","Riera de Vallcarca","Carrer de la Riera de Vallcarca","0001","0023"
"032608","00367","C","Balira","Carrer de Balira","0001","0020"
"061300","00683","Ptge","Ptge Cantí","Passatge de Cantí","0001","0015"
"132205","01508","C","Fosca","Carrer de la Fosca","0001","0034"
"123601","01420","C","Fernando Poo","Carrer de Fernando Poo","0001","0074"
"324104","03635","C","Serrano","Carrer de Serrano","0001","0065"
"265005","03005","C","Pou","Carrer del Pou","0001","0078"
"203201","02303","C","Maspons i Labrós","Carrer de Maspons i Labrós","0001","0029"
"098209","01104","C","Degà Bahí","Carrer del Degà Bahí","0001","0093"
"033101","00372","C","Basses Sant Pere","Carrer de les Basses de Sant Pere","0001","0026"
"137300","01564","C","Foneria","Carrer de la Foneria","0001","0063"
"079204","00893","C","Circumval·lació","Carrer de Circumval·lació","0001","0051"
"210309","02378","C","Metal·lúrgia","Carrer de la Metal·lúrgia","0002","0070"
"700662","04990","C","Salvador Espriu","Carrer de Salvador Espriu","0001","0109"
"276001","03130","Pl","Pl Reial","Plaça Reial","0001","0018"
"310405","03486","C","Sant Ramon","Carrer de Sant Ramon","0001","0030"
"293500","03314","C","Salern","Carrer de Salern","0001","0007"
"238104","02690","C","Pablo Sáez Barés","Carrer de Pablo Sáez de Barés","0001","0012"
"336205","03777","C","Tirso","Carrer de Tirso","0001","0053"
"046001","00512","Ptge","Ptge Bori","Passatge de Bori","0001","0016"
"231207","02610","C","Nou Sant Francesc","Carrer Nou de Sant Francesc","0001","0044"
"261401","02964","C","Polònia","Carrer de Polònia","0001","0041"
"016703","00184","C","Anglesola","Carrer d'Anglesola","0001","0074"
"700753","05079","C","Dolça de Provença","Carrer de Dolça de Provença","0001","0006"
"701414","05742","Ctra","Ctra C-31","Carretera C-31","",""
"071304","00794","Pg","Pg Jean Forestier","Passeig de Jean C. N. Forestier","0001","0022"
"176700","02014","C","Llorer","Carrer del Llorer","0001","0018"
"701496","05825","C","Transversal 17","Carrer Transversal 17","0001","0051"
